project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 16),risk_index components,comment_on_priority
x11-common,xorg,1:7.7+3~deb7u1,X Window System (X.Org) infrastructure,,2,https://security-tracker.debian.org/tracker/source-package/xorg,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",142707,"sh, bash, ksh, tcsh and other shells",,0,0,1,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0",X development is transitioning towards Wayland.
libapr1,apr,1.4.6-3+deb7u1,Apache Portable Runtime Library,http://apr.apache.org/,3,https://security-tracker.debian.org/tracker/source-package/apr,https://www.openhub.net/projects/apr,Apache Portable Runtime,"The mission of the Apache Portable Runtime (APR) project is to create and maintain software libraries that provide a predictable and consistent interface to underlying platform-specific implementations. The primary goal is to provide an API to which software developers may code and be assured of predictable if not identical behaviour regardless of the platform on which their software is built, relieving them of the need to code special-case conditions to work around or take advantage of platform-specific deficiencies or features.",http://apr.apache.org/,,14,67,419947,C,apache_2,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",125815,C,Shared Library,0,1,0,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Important. The general Apache Portable Runtime (APR) appears to be actively maintained.  However, it's not as clear that the LDAP library in it is as actively managed. HAS Home Page, HAS Mailing List, Issue tracker https://bz.apache.org/bugzilla/enter_bug.cgi?product=APR \++"
libaprutil1-ldap,apr-util,1.4.1-3,Apache Portable Runtime Utility Library - LDAP Driver,http://apr.apache.org/,1,https://security-tracker.debian.org/tracker/source-package/apr-util,https://www.openhub.net/projects/apr,Apache Portable Runtime,"The mission of the Apache Portable Runtime (APR) project is to create and maintain software libraries that provide a predictable and consistent interface to underlying platform-specific implementations. The primary goal is to provide an API to which software developers may code and be assured of predictable if not identical behaviour regardless of the platform on which their software is built, relieving them of the need to code special-case conditions to work around or take advantage of platform-specific deficiencies or features.",http://apr.apache.org/,,14,67,419947,C,apache_2,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",109791,C,Shared Library,1,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Important. The general Apache Portable Runtime (APR) appears to be actively maintained.  The LDAP driver is maintained as part of APR, http://apr.apache.org/ The APR-util version 1.5.4 was released September 22, 2014, so it is actively maintained. They use the apache.org repo and subversion; apr-util has been merged into main trunk, making it a little harder to see LDAP specifics to determine if the LDAP portion is active. Mailing list dev@apr.apache.org seems active. ++"
libpng3,libpng,1.2.49-1,PNG library - runtime,http://libpng.org/pub/png/libpng.html,20,https://security-tracker.debian.org/tracker/source-package/libpng,https://www.openhub.net/projects/libpng,libpng,"libpng is the official PNG reference library. It supports almost all PNG features, is extensible, and has been extensively tested for over 17 years.

libpng is available as ANSI C source code and requires zlib 1.0.4 or later (1.2.3 or 1.1.4 recommended due to potential security vulnerabilities in earlier versions). In addition to the main library sources, libpng includes the rpng, rpng2 and wpng demo programs, the pngminus demo program, a subset of Willem van Schaik's PngSuite test images, and Willem's VisualPng demo program.  Configure, CMake, Visualc projects, and various makefiles are included for building libpng.

Libpng is under the libpng license.",http://www.libpng.org/pub/png/libpng.html,http://sourceforge.net/project/showfiles.php?group_id=5624,5,10,407995,C,libpng,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,1272,,Dummy Package,0,1,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 1 , Data only: 0",
libpng,,,,,20,https://security-tracker.debian.org/tracker/source-package/libpng,https://www.openhub.net/projects/libpng,libpng,"libpng is the official PNG reference library. It supports almost all PNG features, is extensible, and has been extensively tested for over 17 years.

libpng is available as ANSI C source code and requires zlib 1.0.4 or later (1.2.3 or 1.1.4 recommended due to potential security vulnerabilities in earlier versions). In addition to the main library sources, libpng includes the rpng, rpng2 and wpng demo programs, the pngminus demo program, a subset of Willem van Schaik's PngSuite test images, and Willem's VisualPng demo program.  Configure, CMake, Visualc projects, and various makefiles are included for building libpng.

Libpng is under the libpng license.",http://www.libpng.org/pub/png/libpng.html,http://sourceforge.net/project/showfiles.php?group_id=5624,5,10,407995,C,libpng,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,1,,,0,1,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 1 , Data only: 0",
rpm,,4.10.0-5+deb7u1,package manager for RPM,http://rpm.org/,11,https://security-tracker.debian.org/tracker/source-package/rpm,https://www.openhub.net/projects/rpm,RPM,"The RPM Package Manager (RPM) is a powerful command line driven package management system capable of installing, uninstalling, verifying, querying, and updating computer software packages. Each software package consists of an archive of files along with information about the package like its version, a description, and the like. There is also a library API, permitting advanced developers to manage such transactions from programming languages such as C or Python.",http://rpm.org,http://wiki.rpm.org/Download,16,102,67656,C,gpl lgpl21_or_later,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",26685,,,0,1,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 1 , Data only: 0","This is used by RPM-based systems to install programs.  Here we refer to the version at rpm.org (used by Fedora, Red Hat Enterprise Linux, CentOS, SUSE).  (Note that there is a fork by the original RPM maintainer (Jeff Johnson) at rpm5.org, used by some organizations.)  Has ticket tracker, many long-opened defect tickets. Latest release 2014-10-09.
Repo publicly available in git, see: http://rpm.org/wiki/GetSource and a number of commits in 2015 (and before)."
openvpn,,2.2.1-8+deb7u3,virtual private network daemon,http://www.openvpn.net/,2,https://security-tracker.debian.org/tracker/source-package/openvpn,https://www.openhub.net/projects/openvpn,OpenVPN,"OpenVPN is a robust and highly configurable VPN (Virtual Private Network) daemon which can be used to securely link two or more private networks using an encrypted tunnel over the Internet. OpenVPN's principal strengths include wide cross-platform portability, excellent stability, support for dynamic IP addresses and NAT, adaptive link compression, single TCP/UDP port usage, a modular design that offloads most crypto tasks to the OpenSSL library, and relatively easy installation that in most cases doesn't require a special kernel module.",http://openvpn.net,http://openvpn.net/download.html,24,81,328250,C,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",29649,,Program,1,0,0,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0",
dnsmasq,,2.62-3+deb7u1,Small caching DNS proxy and DHCP/TFTP server,,3,https://security-tracker.debian.org/tracker/source-package/dnsmasq,https://www.openhub.net/projects/dnsmasq,Dnsmasq,"Dnsmasq is a lightweight, easy to configure DNS forwarder and DHCP server. It is designed to provide DNS and, optionally, DHCP, to a small network. It can serve the names of local machines which are not in the global DNS. The DHCP server integrates with the DNS server and allows machines with DHCP-allocated addresses to appear in the DNS with names configured either in each host or in a central configuration file. Dnsmasq supports static and dynamic DHCP leases and BOOTP/TFTP for network booting of diskless machines.",http://www.thekelleys.org.uk/dnsmasq/doc.html,http://www.thekelleys.org.uk/dnsmasq/doc.html,31,55,30256,C,gpl gpl3_or_later,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Very large, active development team",4480,,,1,1,0,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0",
ffmpeg,libav,6:0.8.16-1,"Multimedia player, server, encoder and transcoder (transitional package)",http://libav.org/,188,https://security-tracker.debian.org/tracker/source-package/libav,https://www.openhub.net/projects/ffmpeg,FFmpeg,"FFmpeg is a complete solution to record, convert and stream audio and video. It includes libavcodec, the leading audio/video codec library. FFmpeg is mostly developed under Linux, but portable to operating systems, including Windows.",http://www.ffmpeg.org/,http://www.ffmpeg.org/download.html,305,1321,886911,C,lgpl21_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Very large, active development team",25956,,,0,1,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 1 , Data only: 0",
qemu,,1.1.2+dfsg-6a+deb7u6,fast processor emulator,http://www.qemu.org/,66,https://security-tracker.debian.org/tracker/source-package/qemu,https://www.openhub.net/projects/qemu,QEMU,"QEMU is a generic and open source machine emulator and virtualizer.

When used as a machine emulator, QEMU can run OSes and programs made for one machine on a different machine. By using dynamic translation, it achieves very good performance.

When used as a virtualizer, QEMU achieves near native performances by executing the guest code directly on the host CPU.",http://www.qemu.org/,http://wiki.qemu.org/Download,319,937,939991,C,bsd gpl lgpl Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Very large, active development team",9697,,,0,0,1,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 1 , Data only: 0",
git,,1:1.7.10.4-1+wheezy1,"fast, scalable, distributed revision control system",http://git-scm.com/,3,https://security-tracker.debian.org/tracker/source-package/git,https://www.openhub.net/projects/git,Git,"Git is a fast, scalable, distributed revision control system with an unusually rich command set that provides both high-level operations and full access to internals.",http://git-scm.com/,http://git-scm.com/downloads,173,1345,366634,C,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",73334,C,,0,1,0,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0",
base-passwd,,3.5.26,Debian base system master password and group files,,0,https://security-tracker.debian.org/tracker/source-package/base-passwd,https://www.openhub.net/projects/passwd,passwd,Implementation of the password setting/changing utility through PAM and libuser libraries.,https://fedorahosted.org/passwd/,https://fedorahosted.org/releases/p/a/passwd/,1,104,1512,C,BSD-3-Clause GPL-1-0plus,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Only a single active developer,169899,,Application Data,0,0,1,5,"Website points: 0, CVE: 0, 12-month contributor: 4, Popularity: 1, Language: 2, Exposure: 1 , Data only: -3",
